Region_name,LA_name,Gender,Ethnicity,Pupil Count,Pupils in Progress 8,Total achieve A*-C in English and Maths,Total Ebacc Entry,Total achieve Ebacc,Attainment 8 Total,Progress 8 Total,Attainment 8,Progress 8,Ebacc,GCSE A*-C,GCSE Average
South East,Portsmouth,Male,,909,874,471,334,143,39879,-297.557,43.87128713,-0.327345435,0.157315732,0.518151815,4.387128713
South East,Southampton,,White,1593,1520,865,612,295,73887.25,-356.982,46.38245449,-0.224094162,0.185185185,0.543000628,4.638245449
South East,Southampton,,Mixed,95,91,53,34,13,4350.5,-8.568,45.79473684,-0.090189474,0.136842105,0.557894737,4.579473684
South East,Southampton,,Asian,176,163,137,98,64,9805,108.478,55.71022727,0.616352273,0.363636364,0.778409091,5.571022727
South East,Southampton,,Black,56,47,33,24,18,2803.5,27.546,50.0625,0.491892857,0.321428571,0.589285714,5.00625
South East,Southampton,,Chinese,9,7,x,x,5,553,5.429,61.44444444,0.603222222,0.555555556,x,6.144444444
South East,Southampton,,,1952,1849,1114,787,402,92664.25,-215.293,47.47143955,-0.110293545,0.205942623,0.570696721,4.747143955
South East,Southampton,Female,White,795,761,468,349,188,38904.25,-74.241,48.93616352,-0.093384906,0.236477987,0.588679245,4.893616352
South East,Southampton,Female,Mixed,51,49,36,24,10,2439.5,-0.265,47.83333333,-0.005196078,0.196078431,0.705882353,4.783333333
South East,Southampton,Female,Asian,86,83,71,52,37,4967,63.409,57.75581395,0.737313953,0.430232558,0.825581395,5.775581395
South East,Southampton,Female,Black,33,27,19,12,9,1676.5,15.357,50.8030303,0.465363636,0.272727273,0.575757576,5.08030303
South East,Southampton,Female,Chinese,5,4,x,x,x,288,3.076,57.6,0.6152,x,x,5.76
South East,Southampton,Female,,985,939,610,451,253,49121.25,12.702,49.86928934,0.012895431,0.256852792,0.61928934,4.986928934
South East,Southampton,Male,White,798,759,397,263,107,34983,-282.741,43.83834586,-0.35431203,0.134085213,0.497493734,4.383834586
South East,Southampton,Male,Mixed,44,42,17,10,3,1911,-8.303,43.43181818,-0.188704545,0.068181818,0.386363636,4.343181818
South East,Southampton,Male,Asian,90,80,66,46,27,4838,45.069,53.75555556,0.500766667,0.3,0.733333333,5.375555556
South East,Southampton,Male,Black,23,20,14,12,9,1127,12.189,49,0.529956522,0.391304348,0.608695652,4.9
South East,Southampton,Male,Chinese,4,3,4,4,x,265,2.353,66.25,0.58825,x,1,6.625
South East,Southampton,Male,,967,910,504,336,149,43543,-227.995,45.02895553,-0.235775595,0.154084798,0.521199586,4.502895553
South East,Bracknell Forest,,White,946,910,564,349,210,48195,49.004,50.94608879,0.051801268,0.221987315,0.596194503,5.094608879
South East,Bracknell Forest,,Mixed,49,47,34,25,13,2652.5,9.684,54.13265306,0.197632653,0.265306122,0.693877551,5.413265306
South East,Bracknell Forest,,Asian,41,38,32,10,x,2367.5,29.79,57.74390244,0.726585366,x,0.780487805,5.774390244
South East,Bracknell Forest,,Black,26,22,18,14,7,1293,1.311,49.73076923,0.050423077,0.269230769,0.692307692,4.973076923
South East,Bracknell Forest,,Chinese,4,3,4,x,x,256,2.638,64,0.6595,x,1,6.4
South East,Bracknell Forest,,,1076,1026,657,407,240,55260,92.517,51.35687732,0.085982342,0.223048327,0.610594796,5.135687732
South East,Bracknell Forest,Female,White,467,450,300,202,129,24736.5,80.615,52.96895075,0.172623126,0.276231263,0.642398287,5.296895075
South East,Bracknell Forest,Female,Mixed,22,21,15,10,5,1199,2.293,54.5,0.104227273,0.227272727,0.681818182,5.45
South East,Bracknell Forest,Female,Asian,19,17,14,x,x,1113,11.877,58.57894737,0.625105263,x,0.736842105,5.857894737
South East,Bracknell Forest,Female,Black,13,11,x,8,4,742,2.94,57.07692308,0.226153846,0.307692308,x,5.707692308
South East,Bracknell Forest,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Bracknell Forest,Female,,528,503,344,233,144,28193.5,99.064,53.3967803,0.187621212,0.272727273,0.651515152,5.33967803
South East,Bracknell Forest,Male,White,479,460,264,147,81,23458.5,-31.611,48.97390397,-0.065993737,0.169102296,0.551148225,4.897390397
South East,Bracknell Forest,Male,Mixed,27,26,19,15,8,1453.5,7.391,53.83333333,0.273740741,0.296296296,0.703703704,5.383333333
South East,Bracknell Forest,Male,Asian,22,21,18,x,x,1254.5,17.913,57.02272727,0.814227273,x,0.818181818,5.702272727
South East,Bracknell Forest,Male,Black,13,11,x,6,3,551,-1.629,42.38461538,-0.125307692,0.230769231,x,4.238461538
South East,Bracknell Forest,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Bracknell Forest,Male,,548,523,313,174,96,27066.5,-6.547,49.39142336,-0.01194708,0.175182482,0.571167883,4.939142336
South East,Windsor and Maidenhead,,White,1119,1038,816,485,352,59744.25,130.714,53.39075067,0.116813226,0.314566577,0.72922252,5.339075067
South East,Windsor and Maidenhead,,Mixed,99,85,78,51,34,5561.5,37.251,56.17676768,0.376272727,0.343434343,0.787878788,5.617676768
South East,Windsor and Maidenhead,,Asian,191,176,129,89,63,9667,40.94,50.61256545,0.21434555,0.329842932,0.67539267,5.061256545
South East,Windsor and Maidenhead,,Black,29,20,19,10,7,1438,-1.937,49.5862069,-0.066793103,0.24137931,0.655172414,4.95862069
South East,Windsor and Maidenhead,,Chinese,8,7,8,5,5,514,2.967,64.25,0.370875,0.625,1,6.425
South East,Windsor and Maidenhead,,,1470,1342,1064,648,465,78098.25,216.499,53.12806122,0.147278231,0.316326531,0.723809524,5.312806122
South East,Windsor and Maidenhead,Female,White,533,493,416,268,209,29375,95.518,55.11257036,0.179208255,0.392120075,0.780487805,5.511257036
South East,Windsor and Maidenhead,Female,Mixed,51,46,40,24,16,2794,21.506,54.78431373,0.421686275,0.31372549,0.784313725,5.478431373
South East,Windsor and Maidenhead,Female,Asian,94,87,73,62,47,5097,30.392,54.22340426,0.323319149,0.5,0.776595745,5.422340426
South East,Windsor and Maidenhead,Female,Black,12,7,x,x,x,648,2.989,54,0.249083333,x,x,5.4
South East,Windsor and Maidenhead,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Windsor and Maidenhead,Female,,701,642,548,367,281,38548.5,158.301,54.99072753,0.225821683,0.40085592,0.781740371,5.499072753
South East,Windsor and Maidenhead,Male,White,586,545,400,217,143,30369.25,35.196,51.8246587,0.060061433,0.244027304,0.682593857,5.18246587
South East,Windsor and Maidenhead,Male,Mixed,48,39,38,27,18,2767.5,15.745,57.65625,0.328020833,0.375,0.791666667,5.765625
South East,Windsor and Maidenhead,Male,Asian,97,89,56,27,16,4570,10.548,47.11340206,0.108742268,0.164948454,0.577319588,4.711340206
South East,Windsor and Maidenhead,Male,Black,17,13,x,x,x,790,-4.926,46.47058824,-0.289764706,x,x,4.647058824
South East,Windsor and Maidenhead,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Windsor and Maidenhead,Male,,769,700,516,281,184,39549.75,58.198,51.43010403,0.075680104,0.239271782,0.6710013,5.143010403
South East,West Berkshire,,White,1704,1651,1127,830,506,88568.25,159.839,51.97667254,0.09380223,0.296948357,0.661384977,5.197667254
South East,West Berkshire,,Mixed,75,69,47,35,25,3869,9.432,51.58666667,0.12576,0.333333333,0.626666667,5.158666667
South East,West Berkshire,,Asian,50,47,38,27,22,2850,22.661,57,0.45322,0.44,0.76,5.7
South East,West Berkshire,,Black,25,22,15,8,4,1117.5,-4.151,44.7,-0.16604,0.16,0.6,4.47
South East,West Berkshire,,Chinese,12,10,x,8,6,749,7.361,62.41666667,0.613416667,0.5,x,6.241666667
South East,West Berkshire,,,1906,1833,1246,914,569,97989.25,119.688,51.41093914,0.062795383,0.298530955,0.653725079,5.141093914
South East,West Berkshire,Female,White,830,805,594,434,303,45327.75,193.829,54.61174699,0.233528916,0.365060241,0.715662651,5.461174699
South East,West Berkshire,Female,Mixed,42,40,27,22,15,2307,9.532,54.92857143,0.226952381,0.357142857,0.642857143,5.492857143
South East,West Berkshire,Female,Asian,21,19,17,13,11,1260,11.242,60,0.535333333,0.523809524,0.80952381,6
South East,West Berkshire,Female,Black,12,10,7,3,x,555.5,-2.336,46.29166667,-0.194666667,x,0.583333333,4.629166667
South East,West Berkshire,Female,Chinese,5,3,5,x,x,284,1.006,56.8,0.2012,x,1,5.68
South East,West Berkshire,Female,,926,890,655,479,335,50205.25,187.891,54.21733261,0.202906048,0.361771058,0.707343413,5.421733261
South East,West Berkshire,Male,White,874,846,533,396,203,43240.5,-33.99,49.47425629,-0.03889016,0.232265446,0.609839817,4.947425629
South East,West Berkshire,Male,Mixed,33,29,20,13,10,1562,-0.1,47.33333333,-0.003030303,0.303030303,0.606060606,4.733333333
South East,West Berkshire,Male,Asian,29,28,21,14,11,1590,11.419,54.82758621,0.393758621,0.379310345,0.724137931,5.482758621
South East,West Berkshire,Male,Black,13,12,8,5,x,562,-1.815,43.23076923,-0.139615385,x,0.615384615,4.323076923
South East,West Berkshire,Male,Chinese,7,7,x,x,x,465,6.355,66.42857143,0.907857143,x,x,6.642857143
South East,West Berkshire,Male,,980,943,591,435,234,47784,-68.203,48.75918367,-0.069594898,0.23877551,0.603061224,4.875918367
South East,Reading,,White,711,657,439,265,196,35417.75,-161.777,49.81399437,-0.227534459,0.275668073,0.617440225,4.981399437
South East,Reading,,Mixed,98,95,55,23,18,4425.5,-46.741,45.15816327,-0.47694898,0.183673469,0.56122449,4.515816327
South East,Reading,,Asian,221,186,166,97,90,12968.5,70.82,58.68099548,0.320452489,0.407239819,0.751131222,5.868099548
South East,Reading,,Black,90,74,46,21,12,4099.25,6.324,45.54722222,0.070266667,0.133333333,0.511111111,4.554722222
South East,Reading,,Chinese,21,18,21,x,x,1645.25,15.7,78.3452381,0.747619048,x,1,7.83452381
South East,Reading,,,1169,1051,749,436,345,60128,-110.889,51.43541488,-0.094857998,0.295124038,0.640718563,5.143541488
South East,Reading,Female,White,300,282,186,115,83,15106,-34.768,50.35333333,-0.115893333,0.276666667,0.62,5.035333333
South East,Reading,Female,Mixed,51,49,26,11,9,2302.5,-27.824,45.14705882,-0.545568627,0.176470588,0.509803922,4.514705882
South East,Reading,Female,Asian,126,112,99,62,57,7594.5,37.828,60.27380952,0.300222222,0.452380952,0.785714286,6.027380952
South East,Reading,Female,Black,46,40,24,13,9,2185,4.253,47.5,0.092456522,0.195652174,0.52173913,4.75
South East,Reading,Female,Chinese,9,8,9,x,x,697,6.294,77.44444444,0.699333333,x,1,7.744444444
South East,Reading,Female,,544,502,355,215,171,28588,-13.324,52.55147059,-0.024492647,0.314338235,0.652573529,5.255147059
South East,Reading,Male,White,411,375,253,150,113,20311.75,-127.009,49.4203163,-0.309024331,0.274939173,0.615571776,4.94203163
South East,Reading,Male,Mixed,47,46,29,12,9,2123,-18.917,45.17021277,-0.402489362,0.191489362,0.617021277,4.517021277
South East,Reading,Male,Asian,95,74,67,35,33,5374,32.992,56.56842105,0.347284211,0.347368421,0.705263158,5.656842105
South East,Reading,Male,Black,44,34,22,8,3,1914.25,2.071,43.50568182,0.047068182,0.068181818,0.5,4.350568182
South East,Reading,Male,Chinese,12,10,12,x,x,948.25,9.406,79.02083333,0.783833333,x,1,7.902083333
South East,Reading,Male,,625,549,394,221,174,31540,-97.565,50.464,-0.156104,0.2784,0.6304,5.0464
South East,Slough,,White,497,459,311,192,119,25476.5,-23.065,51.26056338,-0.046408451,0.23943662,0.625754527,5.126056338
South East,Slough,,Mixed,112,104,83,41,27,6107.5,9.266,54.53125,0.082732143,0.241071429,0.741071429,5.453125
South East,Slough,,Asian,798,747,630,364,277,46079.25,254.968,57.74342105,0.319508772,0.347117794,0.789473684,5.774342105
South East,Slough,,Black,148,139,93,40,23,7367.5,39.57,49.78040541,0.267364865,0.155405405,0.628378378,4.978040541
South East,Slough,,Chinese,5,5,5,x,x,365,4.301,73,0.8602,x,1,7.3
South East,Slough,,,1632,1519,1180,679,479,89644,331.572,54.92892157,0.203169118,0.293504902,0.723039216,5.492892157
South East,Slough,Female,White,244,227,172,105,72,13364,13.66,54.7704918,0.055983607,0.295081967,0.704918033,5.47704918
South East,Slough,Female,Mixed,52,48,40,17,13,2920,17.055,56.15384615,0.327980769,0.25,0.769230769,5.615384615
South East,Slough,Female,Asian,407,387,333,197,172,24169.25,180.865,59.38390663,0.444385749,0.422604423,0.818181818,5.938390663
South East,Slough,Female,Black,72,68,47,22,15,3775.5,35.864,52.4375,0.498111111,0.208333333,0.652777778,5.24375
South East,Slough,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Slough,Female,,812,765,623,362,290,46573.25,277.614,57.35621921,0.341889163,0.357142857,0.767241379,5.735621921
South East,Slough,Male,White,253,232,139,87,47,12112.5,-36.725,47.87549407,-0.145158103,0.185770751,0.549407115,4.787549407
South East,Slough,Male,Mixed,60,56,43,24,14,3187.5,-7.789,53.125,-0.129816667,0.233333333,0.716666667,5.3125
South East,Slough,Male,Asian,391,360,297,167,105,21910,74.103,56.03580563,0.189521739,0.268542199,0.759590793,5.603580563
South East,Slough,Male,Black,76,71,46,18,8,3592,3.706,47.26315789,0.048763158,0.105263158,0.605263158,4.726315789
South East,Slough,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
South East,Slough,Male,,820,754,557,317,189,43070.75,53.958,52.52530488,0.065802439,0.230487805,0.679268293,5.252530488
South East,Wokingham,,White,1231,1180,918,655,434,66648.25,206.673,54.14155158,0.167890333,0.352558895,0.745735175,5.414155158
South East,Wokingham,,Mixed,89,85,57,43,23,4321,-10.358,48.5505618,-0.116382022,0.258426966,0.640449438,4.85505618
South East,Wokingham,,Asian,166,149,116,95,50,8723.5,55.924,52.55120482,0.336891566,0.301204819,0.698795181,5.255120482
South East,Wokingham,,Black,75,67,48,35,16,3739,24.203,49.85333333,0.322706667,0.213333333,0.64,4.985333333
South East,Wokingham,,Chinese,10,9,10,x,6,666.5,6.373,66.65,0.6373,0.6,1,6.665
South East,Wokingham,,,1601,1517,1170,853,541,85689,289.362,53.52217364,0.180738289,0.337913804,0.730793254,5.352217364
South East,Wokingham,Female,White,598,571,475,369,267,34144.75,224.701,57.09824415,0.375754181,0.446488294,0.794314381,5.709824415
South East,Wokingham,Female,Mixed,37,35,27,24,13,1941.5,5.342,52.47297297,0.144378378,0.351351351,0.72972973,5.247297297
South East,Wokingham,Female,Asian,59,53,44,41,26,3340,34.366,56.61016949,0.582474576,0.440677966,0.745762712,5.661016949
South East,Wokingham,Female,Black,38,33,28,20,12,2059.5,23.769,54.19736842,0.6255,0.315789474,0.736842105,5.419736842
South East,Wokingham,Female,Chinese,6,5,6,6,x,401.5,2.625,66.91666667,0.4375,x,1,6.691666667
South East,Wokingham,Female,,750,707,591,470,331,42636.25,296.923,56.84833333,0.395897333,0.441333333,0.788,5.684833333
South East,Wokingham,Male,White,633,609,443,286,167,32503.5,-18.028,51.34834123,-0.028480253,0.263823065,0.699842022,5.134834123
South East,Wokingham,Male,Mixed,52,50,30,19,10,2379.5,-15.7,45.75961538,-0.301923077,0.192307692,0.576923077,4.575961538
South East,Wokingham,Male,Asian,107,96,72,54,24,5383.5,21.558,50.31308411,0.201476636,0.224299065,0.672897196,5.031308411
South East,Wokingham,Male,Black,37,34,20,15,4,1679.5,0.434,45.39189189,0.01172973,0.108108108,0.540540541,4.539189189
South East,Wokingham,Male,Chinese,4,4,4,x,x,265,3.748,66.25,0.937,x,1,6.625
South East,Wokingham,Male,,851,810,579,383,210,43052.75,-7.561,50.59077556,-0.008884841,0.246768508,0.680376028,5.059077556
South East,Kent,,White,14022,13351,8708,5848,3879,695896.5,-1093.036,49.62890458,-0.077951505,0.276636714,0.621024105,4.962890458
South East,Kent,,Mixed,536,480,390,293,212,29597.25,52.362,55.21875,0.097690299,0.395522388,0.72761194,5.521875
South East,Kent,,Asian,526,474,451,331,285,32031.5,288.132,60.89638783,0.547779468,0.541825095,0.857414449,6.089638783
South East,Kent,,Black,303,246,235,163,121,17053.25,100.691,56.28135314,0.332313531,0.399339934,0.775577558,5.628135314
South East,Kent,,Chinese,64,54,59,43,42,4240,41.565,66.25,0.649453125,0.65625,0.921875,6.625
South East,Kent,,,15727,14844,10018,6808,4642,792948,-597.811,50.41953329,-0.038011763,0.295161188,0.636993705,5.041953329
South East,Kent,Female,White,6908,6593,4580,3293,2279,361893,433.861,52.38752171,0.062805588,0.329907354,0.662999421,5.238752171
South East,Kent,Female,Mixed,265,239,202,150,125,15167.5,47.673,57.23584906,0.179898113,0.471698113,0.762264151,5.723584906
South East,Kent,Female,Asian,244,225,221,162,150,15354.75,149.751,62.92930328,0.613733607,0.614754098,0.905737705,6.292930328
South East,Kent,Female,Black,152,122,128,93,75,9084.25,66.863,59.76480263,0.439888158,0.493421053,0.842105263,5.976480263
South East,Kent,Female,Chinese,31,25,x,19,19,2036.5,20.766,65.69354839,0.669870968,0.612903226,x,6.569354839
South East,Kent,Female,,7731,7317,5250,3781,2702,410565.5,746.382,53.10638986,0.096544043,0.349502005,0.679084206,5.310638986
South East,Kent,Male,White,7114,6758,4128,2555,1600,334003.5,-1526.897,46.95016868,-0.214632696,0.224908631,0.580264268,4.695016868
South East,Kent,Male,Mixed,271,241,188,143,87,14429.75,4.689,53.24630996,0.017302583,0.32103321,0.693726937,5.324630996
South East,Kent,Male,Asian,282,249,230,169,135,16676.75,138.381,59.13741135,0.490712766,0.478723404,0.815602837,5.913741135
South East,Kent,Male,Black,151,124,107,70,46,7969,33.828,52.77483444,0.22402649,0.304635762,0.708609272,5.277483444
South East,Kent,Male,Chinese,33,29,x,24,23,2203.5,20.799,66.77272727,0.630272727,0.696969697,x,6.677272727
South East,Kent,Male,,7996,7527,4768,3027,1940,382382.5,-1344.193,47.82172336,-0.168108179,0.242621311,0.596298149,4.782172336
South East,Medway,,White,2508,2444,1600,886,618,123327,-14.89,49.17344498,-0.005937002,0.246411483,0.637958533,4.917344498
South East,Medway,,Mixed,125,112,78,49,39,6387.75,3.983,51.102,0.031864,0.312,0.624,5.1102
South East,Medway,,Asian,157,150,129,91,72,9264.25,98.405,59.00796178,0.626783439,0.458598726,0.821656051,5.900796178
South East,Medway,,Black,116,92,74,51,40,5979.5,28.037,51.54741379,0.241698276,0.344827586,0.637931034,5.154741379
South East,Medway,,Chinese,11,9,x,8,8,741.5,6.248,67.40909091,0.568,0.727272727,x,6.740909091
South East,Medway,,,2967,2849,1918,1102,785,148074.25,131,49.907061,0.044152342,0.264577014,0.64644422,4.9907061
South East,Medway,Female,White,1215,1178,830,441,321,62355.5,99.931,51.32139918,0.082247737,0.264197531,0.683127572,5.132139918
South East,Medway,Female,Mixed,74,67,52,34,30,4075.75,10.916,55.0777027,0.147513514,0.405405405,0.702702703,5.50777027
South East,Medway,Female,Asian,72,67,56,43,34,4218,45.763,58.58333333,0.635597222,0.472222222,0.777777778,5.858333333
South East,Medway,Female,Black,69,56,53,37,31,3862.5,18.132,55.97826087,0.262782609,0.449275362,0.768115942,5.597826087
South East,Medway,Female,Chinese,6,5,x,x,x,418.5,4.355,69.75,0.725833333,x,x,6.975
South East,Medway,Female,,1459,1392,1011,569,426,76206.5,189.204,52.23200822,0.129680603,0.291980809,0.69294037,5.223200822
South East,Medway,Male,White,1293,1266,770,445,297,60971.5,-114.821,47.15506574,-0.088802011,0.229698376,0.595514308,4.715506574
South East,Medway,Male,Mixed,51,45,26,15,9,2312,-6.933,45.33333333,-0.135941176,0.176470588,0.509803922,4.533333333
South East,Medway,Male,Asian,85,83,73,48,38,5046.25,52.642,59.36764706,0.619317647,0.447058824,0.858823529,5.936764706
South East,Medway,Male,Black,47,36,21,14,9,2117,9.905,45.04255319,0.210744681,0.191489362,0.446808511,4.504255319
South East,Medway,Male,Chinese,5,4,x,x,x,323,1.893,64.6,0.3786,x,x,6.46
South East,Medway,Male,,1508,1457,907,533,359,71867.75,-58.204,47.65765915,-0.038596817,0.23806366,0.601458886,4.765765915
South East,Isle of Wight,,White,1249,1220,647,352,165,54407,-407.333,43.56044836,-0.326127302,0.132105685,0.518014412,4.356044836
