Region_name,LA_name,Gender,Ethnicity,Pupil Count,Pupils in Progress 8,Total achieve A*-C in English and Maths,Total Ebacc Entry,Total achieve Ebacc,Attainment 8 Total,Progress 8 Total,Attainment 8,Progress 8,Ebacc,GCSE A*-C,GCSE Average
West Midlands,"Herefordshire, county of",Male,Mixed,16,13,x,9,x,865,6.677,54.0625,0.4173125,x,x,5.40625
West Midlands,"Herefordshire, county of",Male,Asian,x,x,x,x,x,x,x,x,x,x,x,x
West Midlands,"Herefordshire, county of",Male,Black,x,x,x,x,x,x,x,x,x,x,x,x
West Midlands,"Herefordshire, county of",Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
West Midlands,"Herefordshire, county of",Male,,926,863,524,326,153,43011.5,-186.188,46.4487041,-0.201066955,0.165226782,0.56587473,4.64487041
West Midlands,Worcestershire,,White,5183,5055,3387,2063,1279,262525.75,144.168,50.65131198,0.027815551,0.246768281,0.653482539,5.065131198
West Midlands,Worcestershire,,Mixed,169,165,109,68,44,8414.5,8.982,49.78994083,0.053147929,0.26035503,0.644970414,4.978994083
West Midlands,Worcestershire,,Asian,142,128,90,38,26,7155.25,64.978,50.38908451,0.457591549,0.183098592,0.633802817,5.038908451
West Midlands,Worcestershire,,Black,20,18,6,4,x,869.5,4.825,43.475,0.24125,x,0.3,4.3475
West Midlands,Worcestershire,,Chinese,8,6,x,x,x,482.5,4.097,60.3125,0.512125,x,x,6.03125
West Midlands,Worcestershire,,,5565,5407,3619,2189,1362,281446,222.732,50.57430368,0.04002372,0.244743935,0.650314465,5.057430368
West Midlands,Worcestershire,Female,White,2568,2509,1777,1118,732,135536.5,440.868,52.7790109,0.17167757,0.285046729,0.691978193,5.27790109
West Midlands,Worcestershire,Female,Mixed,76,74,53,35,24,4108.5,22.432,54.05921053,0.295157895,0.315789474,0.697368421,5.405921053
West Midlands,Worcestershire,Female,Asian,70,64,52,27,19,3956,52.73,56.51428571,0.753285714,0.271428571,0.742857143,5.651428571
West Midlands,Worcestershire,Female,Black,7,7,x,x,x,309,3.583,44.14285714,0.511857143,x,x,4.414285714
West Midlands,Worcestershire,Female,Chinese,4,x,x,x,x,258.5,x,64.625,x,x,x,6.4625
West Midlands,Worcestershire,Female,,2747,2676,1899,1192,783,145320.5,521.26,52.90152894,0.189756098,0.285038224,0.6912996,5.290152894
West Midlands,Worcestershire,Male,White,2615,2546,1610,945,547,126989.25,-296.7,48.56185468,-0.113460803,0.20917782,0.615678776,4.856185468
West Midlands,Worcestershire,Male,Mixed,93,91,56,33,20,4306,-13.45,46.30107527,-0.144623656,0.215053763,0.602150538,4.630107527
West Midlands,Worcestershire,Male,Asian,72,64,38,11,7,3199.25,12.248,44.43402778,0.170111111,0.097222222,0.527777778,4.443402778
West Midlands,Worcestershire,Male,Black,13,11,x,x,x,560.5,1.242,43.11538462,0.095538462,x,x,4.311538462
West Midlands,Worcestershire,Male,Chinese,4,x,x,x,x,224,x,56,x,x,x,5.6
West Midlands,Worcestershire,Male,,2818,2731,1720,997,579,136125.5,-298.528,48.30571327,-0.105936125,0.205464869,0.610361959,4.830571327
West Midlands,Shropshire,,White,2857,2719,1811,1093,694,144548.25,-146.771,50.59441722,-0.051372419,0.242912146,0.633881694,5.059441722
West Midlands,Shropshire,,Mixed,53,51,35,21,13,2730,1.784,51.50943396,0.033660377,0.245283019,0.660377358,5.150943396
West Midlands,Shropshire,,Asian,19,15,x,x,x,1004,6.77,52.84210526,0.356315789,x,x,5.284210526
West Midlands,Shropshire,,Black,7,4,x,x,3,360.5,0.645,51.5,0.092142857,0.428571429,x,5.15
West Midlands,Shropshire,,Chinese,8,7,x,4,4,417,5.949,52.125,0.743625,0.5,x,5.2125
West Midlands,Shropshire,,,2986,2825,1886,1144,728,151058.25,-140.267,50.58883121,-0.046974883,0.243804421,0.6316142,5.058883121
West Midlands,Shropshire,Female,White,1396,1335,944,603,399,73427.5,124.117,52.5984957,0.088909026,0.285816619,0.676217765,5.25984957
West Midlands,Shropshire,Female,Mixed,22,20,x,8,7,1180,5.24,53.63636364,0.238181818,0.318181818,x,5.363636364
West Midlands,Shropshire,Female,Asian,x,x,x,x,x,x,x,x,x,x,x,x
West Midlands,Shropshire,Female,Black,x,x,x,x,x,x,x,x,x,x,x,x
West Midlands,Shropshire,Female,Chinese,4,3,x,x,x,194,2.556,48.5,0.639,x,x,4.85
West Midlands,Shropshire,Female,,1454,1382,979,628,417,76427.5,135.039,52.56361761,0.09287414,0.286795048,0.673314993,5.256361761
West Midlands,Shropshire,Male,White,1461,1384,867,490,295,71120.75,-270.888,48.67950034,-0.185412731,0.201916496,0.593429158,4.867950034
West Midlands,Shropshire,Male,Mixed,31,31,x,13,6,1550,-3.456,50,-0.111483871,0.193548387,x,5
West Midlands,Shropshire,Male,Asian,x,x,x,x,x,x,x,x,x,x,x,x
West Midlands,Shropshire,Male,Black,x,x,x,x,x,x,x,x,x,x,x,x
West Midlands,Shropshire,Male,Chinese,4,4,x,x,x,223,3.393,55.75,0.84825,x,x,5.575
West Midlands,Shropshire,Male,,1532,1443,907,516,311,74630.75,-275.306,48.71458877,-0.179703655,0.203002611,0.592036554,4.871458877
West Midlands,Telford and Wrekin,,White,1769,1704,1046,812,391,87463.75,-290.294,49.44248163,-0.164100622,0.22102883,0.591294517,4.944248163
West Midlands,Telford and Wrekin,,Mixed,70,66,39,33,21,3471.25,-5.332,49.58928571,-0.076171429,0.3,0.557142857,4.958928571
West Midlands,Telford and Wrekin,,Asian,117,109,62,58,35,5718.5,4.801,48.87606838,0.041034188,0.299145299,0.52991453,4.887606838
West Midlands,Telford and Wrekin,,Black,36,24,19,14,8,1837,8.056,51.02777778,0.223777778,0.222222222,0.527777778,5.102777778
West Midlands,Telford and Wrekin,,Chinese,9,6,x,6,4,543.25,2.679,60.36111111,0.297666667,0.444444444,x,6.036111111
West Midlands,Telford and Wrekin,,,2014,1920,1181,930,463,99729.75,-279.218,49.51824727,-0.13863853,0.229890765,0.586395233,4.951824727
West Midlands,Telford and Wrekin,Female,White,827,799,529,427,233,43203.25,2.146,52.24093108,0.002594921,0.281741233,0.639661427,5.224093108
West Midlands,Telford and Wrekin,Female,Mixed,34,32,21,18,13,1672.25,1.903,49.18382353,0.055970588,0.382352941,0.617647059,4.918382353
West Midlands,Telford and Wrekin,Female,Asian,39,37,21,22,15,1947.5,11.529,49.93589744,0.295615385,0.384615385,0.538461538,4.993589744
West Midlands,Telford and Wrekin,Female,Black,15,12,7,7,4,756,4.365,50.4,0.291,0.266666667,0.466666667,5.04
West Midlands,Telford and Wrekin,Female,Chinese,3,3,3,x,x,190.25,2.712,63.41666667,0.904,x,1,6.341666667
West Midlands,Telford and Wrekin,Female,,921,886,582,478,268,47924.25,23.606,52.03501629,0.025630836,0.290988056,0.631921824,5.203501629
West Midlands,Telford and Wrekin,Male,White,942,905,517,385,158,44260.5,-292.44,46.98566879,-0.31044586,0.167728238,0.548832272,4.698566879
West Midlands,Telford and Wrekin,Male,Mixed,36,34,18,15,8,1799,-7.235,49.97222222,-0.200972222,0.222222222,0.5,4.997222222
West Midlands,Telford and Wrekin,Male,Asian,78,72,41,36,20,3771,-6.728,48.34615385,-0.08625641,0.256410256,0.525641026,4.834615385
West Midlands,Telford and Wrekin,Male,Black,21,12,12,7,4,1081,3.691,51.47619048,0.175761905,0.19047619,0.571428571,5.147619048
West Midlands,Telford and Wrekin,Male,Chinese,6,3,x,x,x,353,-0.033,58.83333333,-0.0055,x,x,5.883333333
West Midlands,Telford and Wrekin,Male,,1093,1034,599,452,195,51805.5,-302.824,47.39752973,-0.27705764,0.178408051,0.548032937,4.739752973
West Midlands,Warwickshire,,White,5003,4857,3341,2069,1419,259930,-43.259,51.9548271,-0.008646612,0.283629822,0.66779932,5.19548271
West Midlands,Warwickshire,,Mixed,187,177,134,86,58,10139.5,-2.031,54.22192513,-0.010860963,0.310160428,0.71657754,5.422192513
West Midlands,Warwickshire,,Asian,263,245,202,143,103,15044.75,118.42,57.20437262,0.45026616,0.391634981,0.768060837,5.720437262
West Midlands,Warwickshire,,Black,50,42,26,16,8,2399,10.071,47.98,0.20142,0.16,0.52,4.798
West Midlands,Warwickshire,,Chinese,16,13,11,10,10,954.75,7.682,59.671875,0.480125,0.625,0.6875,5.9671875
West Midlands,Warwickshire,,,5585,5395,3755,2356,1624,291685.5,95.33,52.22658908,0.017068935,0.290778872,0.672336616,5.222658908
West Midlands,Warwickshire,Female,White,2364,2292,1661,1120,808,127692.25,234.227,54.01533418,0.099080795,0.34179357,0.702622673,5.401533418
West Midlands,Warwickshire,Female,Mixed,92,87,69,41,29,5051,-2.926,54.90217391,-0.031804348,0.315217391,0.75,5.490217391
West Midlands,Warwickshire,Female,Asian,143,136,112,89,66,8453,78.899,59.11188811,0.551741259,0.461538462,0.783216783,5.911188811
West Midlands,Warwickshire,Female,Black,29,24,18,13,x,1515.5,15.868,52.25862069,0.547172414,x,0.620689655,5.225862069
West Midlands,Warwickshire,Female,Chinese,6,6,6,6,6,445.5,5.272,74.25,0.878666667,1,1,7.425
West Midlands,Warwickshire,Female,,2672,2581,1892,1290,933,145212.25,343.242,54.34590195,0.128458832,0.349176647,0.708083832,5.434590195
West Midlands,Warwickshire,Male,White,2639,2565,1680,949,611,132237.75,-277.486,50.10903751,-0.105148162,0.231527094,0.636604775,5.010903751
West Midlands,Warwickshire,Male,Mixed,95,90,65,45,29,5088.5,0.895,53.56315789,0.009421053,0.305263158,0.684210526,5.356315789
West Midlands,Warwickshire,Male,Asian,120,109,90,54,37,6591.75,39.521,54.93125,0.329341667,0.308333333,0.75,5.493125
West Midlands,Warwickshire,Male,Black,21,18,8,3,x,883.5,-5.797,42.07142857,-0.276047619,x,0.380952381,4.207142857
West Midlands,Warwickshire,Male,Chinese,10,7,5,4,4,509.25,2.41,50.925,0.241,0.4,0.5,5.0925
West Midlands,Warwickshire,Male,,2913,2814,1863,1066,691,146473.25,-247.912,50.28261243,-0.08510539,0.237212496,0.639546859,5.028261243
East,Luton,,White,937,886,488,227,127,42849.75,-203.895,45.73078975,-0.217604055,0.135538954,0.520811099,4.573078975
East,Luton,,Mixed,192,178,90,48,26,8826.5,-44.597,45.97135417,-0.232276042,0.135416667,0.46875,4.597135417
East,Luton,,Asian,967,901,596,418,230,47457.75,201.334,49.07730093,0.208204757,0.237849018,0.616339193,4.907730093
East,Luton,,Black,294,259,159,103,39,14407,52.701,49.00340136,0.179255102,0.132653061,0.540816327,4.900340136
East,Luton,,Chinese,4,4,x,x,x,225,-0.082,56.25,-0.0205,x,x,5.625
East,Luton,,,2442,2260,1358,815,432,115909,12.055,47.46478296,0.004936527,0.176904177,0.556101556,4.746478296
East,Luton,Female,White,441,418,250,104,62,20775.5,-46.041,47.10997732,-0.104401361,0.140589569,0.566893424,4.710997732
East,Luton,Female,Mixed,102,95,52,28,16,4958.25,-10.475,48.61029412,-0.102696078,0.156862745,0.509803922,4.861029412
East,Luton,Female,Asian,475,441,286,179,109,23488.5,106.497,49.44947368,0.224204211,0.229473684,0.602105263,4.944947368
East,Luton,Female,Black,150,135,88,49,23,7697.5,63.379,51.31666667,0.422526667,0.153333333,0.586666667,5.131666667
East,Luton,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Luton,Female,,1189,1106,689,372,216,58016.75,121.679,48.79457527,0.102337258,0.181665265,0.579478553,4.879457527
East,Luton,Male,White,496,468,238,123,65,22074.25,-157.854,44.50453629,-0.318254032,0.131048387,0.47983871,4.450453629
East,Luton,Male,Mixed,90,83,38,20,10,3868.25,-34.122,42.98055556,-0.379133333,0.111111111,0.422222222,4.298055556
East,Luton,Male,Asian,492,460,310,239,121,23969.25,94.837,48.7179878,0.19275813,0.245934959,0.630081301,4.87179878
East,Luton,Male,Black,144,124,71,54,16,6709.5,-10.678,46.59375,-0.074152778,0.111111111,0.493055556,4.659375
East,Luton,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Luton,Male,,1253,1154,669,443,216,57892.25,-109.624,46.20291301,-0.087489226,0.172386273,0.533918595,4.620291301
East,Bedford,,White,1308,1245,776,430,242,64767,84.417,49.51605505,0.064538991,0.185015291,0.593272171,4.951605505
East,Bedford,,Mixed,143,139,76,39,23,6639,-6.211,46.42657343,-0.043433566,0.160839161,0.531468531,4.642657343
East,Bedford,,Asian,273,260,173,73,41,13795,112.787,50.53113553,0.413139194,0.15018315,0.633699634,5.053113553
East,Bedford,,Black,109,94,58,30,12,5130.5,37.297,47.06880734,0.342174312,0.110091743,0.532110092,4.706880734
East,Bedford,,Chinese,3,3,3,x,x,205.25,4.424,68.41666667,1.474666667,x,1,6.841666667
East,Bedford,,,1862,1762,1101,585,330,91931.75,239.456,49.37258324,0.128601504,0.177228786,0.591299678,4.937258324
East,Bedford,Female,White,642,611,396,247,156,33038,126.204,51.46105919,0.196579439,0.242990654,0.61682243,5.146105919
East,Bedford,Female,Mixed,74,72,42,23,15,3672.5,13.72,49.62837838,0.185405405,0.202702703,0.567567568,4.962837838
East,Bedford,Female,Asian,133,127,92,46,28,6972,68.077,52.42105263,0.511857143,0.210526316,0.691729323,5.242105263
East,Bedford,Female,Black,55,46,32,20,7,2723.5,26.507,49.51818182,0.481945455,0.127272727,0.581818182,4.951818182
East,Bedford,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Bedford,Female,,920,870,574,343,212,47360.25,243.247,51.47853261,0.264398913,0.230434783,0.623913043,5.147853261
East,Bedford,Male,White,666,634,380,183,86,31729,-41.787,47.64114114,-0.062743243,0.129129129,0.570570571,4.764114114
East,Bedford,Male,Mixed,69,67,34,16,8,2966.5,-19.931,42.99275362,-0.288855072,0.115942029,0.492753623,4.299275362
East,Bedford,Male,Asian,140,133,81,27,13,6823,44.71,48.73571429,0.319357143,0.092857143,0.578571429,4.873571429
East,Bedford,Male,Black,54,48,26,10,5,2407,10.79,44.57407407,0.199814815,0.092592593,0.481481481,4.457407407
East,Bedford,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Bedford,Male,,942,892,527,242,118,44571.5,-3.791,47.31581741,-0.004024416,0.125265393,0.559447983,4.731581741
East,Central Bedfordshire,,White,2376,2328,1536,832,450,117050.75,-194.336,49.26378367,-0.081791246,0.189393939,0.646464646,4.926378367
East,Central Bedfordshire,,Mixed,103,101,60,39,27,5089.5,-7.027,49.41262136,-0.068223301,0.262135922,0.582524272,4.941262136
East,Central Bedfordshire,,Asian,46,42,27,27,18,2314,11.243,50.30434783,0.244413043,0.391304348,0.586956522,5.030434783
East,Central Bedfordshire,,Black,44,37,23,27,14,2110,12.368,47.95454545,0.281090909,0.318181818,0.522727273,4.795454545
East,Central Bedfordshire,,Chinese,10,9,x,5,4,603.5,6.648,60.35,0.6648,0.4,x,6.035
East,Central Bedfordshire,,,2596,2532,1664,936,515,127895.25,-176.865,49.26627504,-0.068129815,0.198382126,0.640986133,4.926627504
East,Central Bedfordshire,Female,White,1204,1180,828,485,291,61999.5,57.769,51.49460133,0.047980897,0.241694352,0.687707641,5.149460133
East,Central Bedfordshire,Female,Mixed,50,49,34,22,15,2641,6.863,52.82,0.13726,0.3,0.68,5.282
East,Central Bedfordshire,Female,Asian,22,18,15,16,12,1168.75,4.58,53.125,0.208181818,0.545454545,0.681818182,5.3125
East,Central Bedfordshire,Female,Black,23,17,13,16,x,1173.5,15.287,51.02173913,0.664652174,x,0.565217391,5.102173913
East,Central Bedfordshire,Female,Chinese,6,5,6,x,x,421,6.112,70.16666667,1.018666667,x,1,7.016666667
East,Central Bedfordshire,Female,,1317,1279,903,547,331,67939.25,89.269,51.58637054,0.06778208,0.251328778,0.685649203,5.158637054
East,Central Bedfordshire,Male,White,1172,1148,708,347,159,55051.25,-252.105,46.97205631,-0.215106655,0.135665529,0.604095563,4.697205631
East,Central Bedfordshire,Male,Mixed,53,52,26,17,12,2448.5,-13.89,46.19811321,-0.262075472,0.226415094,0.490566038,4.619811321
East,Central Bedfordshire,Male,Asian,24,24,12,11,6,1145.25,6.663,47.71875,0.277625,0.25,0.5,4.771875
East,Central Bedfordshire,Male,Black,21,20,10,11,x,936.5,-2.919,44.5952381,-0.139,x,0.476190476,4.45952381
East,Central Bedfordshire,Male,Chinese,4,4,x,x,x,182.5,0.536,45.625,0.134,x,x,4.5625
East,Central Bedfordshire,Male,,1279,1253,761,389,184,59956,-266.134,46.87724785,-0.20807975,0.143862392,0.594996091,4.687724785
East,Cambridgeshire,,White,5139,4951,3453,2066,1357,262925.25,405.486,51.16272621,0.078903678,0.264059155,0.671920607,5.116272621
East,Cambridgeshire,,Mixed,194,179,139,97,63,10606.5,29.644,54.67268041,0.152804124,0.324742268,0.716494845,5.467268041
East,Cambridgeshire,,Asian,190,168,152,104,65,10563,93.607,55.59473684,0.492668421,0.342105263,0.8,5.559473684
East,Cambridgeshire,,Black,56,46,32,20,11,2710.25,19.835,48.39732143,0.354196429,0.196428571,0.571428571,4.839732143
East,Cambridgeshire,,Chinese,30,19,26,23,15,1877,21.486,62.56666667,0.7162,0.5,0.866666667,6.256666667
East,Cambridgeshire,,,5707,5434,3862,2355,1543,293749.5,582.996,51.47178903,0.102154547,0.270369721,0.676712809,5.147178903
East,Cambridgeshire,Female,White,2543,2468,1807,1155,820,136267.25,602.54,53.58523398,0.236940621,0.322453795,0.710578057,5.358523398
East,Cambridgeshire,Female,Mixed,91,83,73,56,37,5264.5,26.215,57.85164835,0.288076923,0.406593407,0.802197802,5.785164835
East,Cambridgeshire,Female,Asian,87,74,67,56,37,4930,48.464,56.66666667,0.557057471,0.425287356,0.770114943,5.666666667
East,Cambridgeshire,Female,Black,24,21,14,11,7,1295.25,14.805,53.96875,0.616875,0.291666667,0.583333333,5.396875
East,Cambridgeshire,Female,Chinese,13,8,x,13,9,859.25,11.386,66.09615385,0.875846154,0.692307692,x,6.609615385
East,Cambridgeshire,Female,,2809,2691,2004,1317,925,151275.25,705.325,53.85377358,0.251094696,0.329298683,0.713421146,5.385377358
East,Cambridgeshire,Male,White,2596,2483,1646,911,537,126658,-197.054,48.78967643,-0.07590678,0.206856703,0.634052388,4.878967643
East,Cambridgeshire,Male,Mixed,103,96,66,41,26,5342,3.429,51.86407767,0.033291262,0.252427184,0.640776699,5.186407767
East,Cambridgeshire,Male,Asian,103,94,85,48,28,5633,45.143,54.68932039,0.438281553,0.27184466,0.825242718,5.468932039
East,Cambridgeshire,Male,Black,32,25,18,9,4,1415,5.03,44.21875,0.1571875,0.125,0.5625,4.421875
East,Cambridgeshire,Male,Chinese,17,11,x,10,6,1017.75,10.1,59.86764706,0.594117647,0.352941176,x,5.986764706
East,Cambridgeshire,Male,,2898,2743,1858,1038,618,142474.25,-122.329,49.16295721,-0.042211525,0.213250518,0.641131815,4.916295721
East,Peterborough,,White,1698,1556,923,608,343,78790.25,-161.346,46.40179623,-0.095021201,0.202002356,0.543580683,4.640179623
East,Peterborough,,Mixed,105,101,66,44,29,5143.5,-1.097,48.98571429,-0.010447619,0.276190476,0.628571429,4.898571429
East,Peterborough,,Asian,367,341,197,156,91,17448,66.573,47.54223433,0.18139782,0.247956403,0.536784741,4.754223433
East,Peterborough,,Black,73,56,45,37,21,3756.25,27.289,51.45547945,0.373821918,0.287671233,0.616438356,5.145547945
East,Peterborough,,Chinese,8,8,x,5,4,517,4.435,64.625,0.554375,0.5,x,6.4625
East,Peterborough,,,2292,2097,1260,864,496,107557,-52.958,46.92713787,-0.023105585,0.216404887,0.54973822,4.692713787
East,Peterborough,Female,White,857,776,505,367,217,41892.25,46.92,48.88243874,0.054749125,0.253208868,0.589264877,4.888243874
East,Peterborough,Female,Mixed,50,50,36,26,20,2719,13.532,54.38,0.27064,0.4,0.72,5.438
East,Peterborough,Female,Asian,172,159,94,89,55,8494,44.111,49.38372093,0.256459302,0.319767442,0.546511628,4.938372093
East,Peterborough,Female,Black,33,23,26,20,13,1878.75,18.354,56.93181818,0.556181818,0.393939394,0.787878788,5.693181818
East,Peterborough,Female,Chinese,5,5,x,x,x,305,2.071,61,0.4142,x,x,6.1
East,Peterborough,Female,,1137,1030,675,512,311,56148,123.225,49.38258575,0.108377309,0.273526825,0.593667546,4.938258575
East,Peterborough,Male,White,841,780,418,241,126,36898,-208.266,43.87395957,-0.247640904,0.149821641,0.497027348,4.387395957
East,Peterborough,Male,Mixed,55,51,30,18,9,2424.5,-14.629,44.08181818,-0.265981818,0.163636364,0.545454545,4.408181818
East,Peterborough,Male,Asian,195,182,103,67,36,8954,22.462,45.91794872,0.115189744,0.184615385,0.528205128,4.591794872
East,Peterborough,Male,Black,40,33,19,17,8,1877.5,8.935,46.9375,0.223375,0.2,0.475,4.69375
East,Peterborough,Male,Chinese,3,3,3,x,x,212,2.364,70.66666667,0.788,x,1,7.066666667
East,Peterborough,Male,,1155,1067,585,352,185,51409,-176.183,44.50995671,-0.152539394,0.16017316,0.506493506,4.450995671
East,Essex,,White,13142,12763,8342,4769,2846,656447.5,-315.654,49.95035002,-0.024018719,0.216557602,0.634758789,4.995035002
East,Essex,,Mixed,541,511,359,255,164,27900.25,25.24,51.57162662,0.046654344,0.303142329,0.663585952,5.157162662
East,Essex,,Asian,337,287,278,239,196,20958.5,141.15,62.19139466,0.41884273,0.581602374,0.824925816,6.219139466
East,Essex,,Black,333,278,235,182,130,17911.75,110.284,53.78903904,0.331183183,0.39039039,0.705705706,5.378903904
East,Essex,,Chinese,51,45,41,32,26,3030.25,25.757,59.41666667,0.505039216,0.509803922,0.803921569,5.941666667
East,Essex,,,14607,14052,9385,5552,3415,736464.25,8.274,50.41858356,0.000566441,0.233792018,0.642500171,5.041858356
East,Essex,Female,White,6419,6219,4313,2663,1721,335819.25,623.39,52.31644337,0.097116373,0.268110298,0.671911513,5.231644337
East,Essex,Female,Mixed,273,255,190,136,92,14692.75,41.723,53.81959707,0.152831502,0.336996337,0.695970696,5.381959707
East,Essex,Female,Asian,160,137,138,130,108,10373,75.181,64.83125,0.46988125,0.675,0.8625,6.483125
East,Essex,Female,Black,173,149,124,107,72,9563,79.05,55.27745665,0.456936416,0.416184971,0.716763006,5.527745665
East,Essex,Female,Chinese,26,23,21,17,15,1607.25,13.99,61.81730769,0.538076923,0.576923077,0.807692308,6.181730769
East,Essex,Female,,7133,6849,4846,3090,2038,376525.75,851.912,52.7864503,0.119432497,0.285714286,0.679377541,5.27864503
East,Essex,Male,White,6723,6544,4029,2106,1125,320628.25,-939.044,47.69124647,-0.139676335,0.167336011,0.599286033,4.769124647
East,Essex,Male,Mixed,268,256,169,119,72,13207.5,-16.483,49.28171642,-0.061503731,0.268656716,0.630597015,4.928171642
East,Essex,Male,Asian,177,150,140,109,88,10585.5,65.969,59.80508475,0.372706215,0.497175141,0.790960452,5.980508475
East,Essex,Male,Black,160,129,111,75,58,8348.75,31.234,52.1796875,0.1952125,0.3625,0.69375,5.21796875
East,Essex,Male,Chinese,25,22,20,15,11,1423,11.767,56.92,0.47068,0.44,0.8,5.692
East,Essex,Male,,7474,7203,4539,2462,1377,359938.5,-843.638,48.15875033,-0.112876371,0.184238694,0.607305325,4.815875033
East,Southend-on-Sea,,White,1649,1575,1098,612,484,86030.25,-113.489,52.17116434,-0.068822923,0.293511219,0.665858096,5.217116434
East,Southend-on-Sea,,Mixed,91,84,60,40,34,4747.25,-10.19,52.16758242,-0.111978022,0.373626374,0.659340659,5.216758242
East,Southend-on-Sea,,Asian,135,117,114,95,83,8414.5,53.614,62.32962963,0.397140741,0.614814815,0.844444444,6.232962963
East,Southend-on-Sea,,Black,125,108,98,78,67,7408,41.065,59.264,0.32852,0.536,0.784,5.9264
East,Southend-on-Sea,,Chinese,22,22,x,15,14,1443,13.373,65.59090909,0.607863636,0.636363636,x,6.559090909
East,Southend-on-Sea,,,2047,1926,1412,852,692,109482.5,-12.901,53.48436737,-0.006302394,0.338055691,0.689789936,5.348436737
East,Southend-on-Sea,Female,White,836,799,585,347,267,44697,-6.354,53.465311,-0.007600478,0.31937799,0.699760766,5.3465311
East,Southend-on-Sea,Female,Mixed,45,44,33,22,19,2453.25,-1.686,54.51666667,-0.037466667,0.422222222,0.733333333,5.451666667
East,Southend-on-Sea,Female,Asian,53,48,45,42,37,3362,23.181,63.43396226,0.437377358,0.698113208,0.849056604,6.343396226
East,Southend-on-Sea,Female,Black,64,59,53,42,35,3841,25.902,60.015625,0.40471875,0.546875,0.828125,6.0015625
East,Southend-on-Sea,Female,Chinese,10,10,10,7,6,677.5,7.428,67.75,0.7428,0.6,1,6.775
East,Southend-on-Sea,Female,,1023,973,738,468,371,55867.75,45.786,54.61168133,0.044756598,0.362658847,0.721407625,5.461168133
East,Southend-on-Sea,Male,White,813,776,513,265,217,41333.25,-107.135,50.8404059,-0.131777368,0.266912669,0.63099631,5.08404059
East,Southend-on-Sea,Male,Mixed,46,40,27,18,15,2294,-8.504,49.86956522,-0.184869565,0.326086957,0.586956522,4.986956522
East,Southend-on-Sea,Male,Asian,82,69,69,53,46,5052.5,30.433,61.61585366,0.371134146,0.56097561,0.841463415,6.161585366
East,Southend-on-Sea,Male,Black,61,49,45,36,32,3567,15.163,58.47540984,0.24857377,0.524590164,0.737704918,5.847540984
East,Southend-on-Sea,Male,Chinese,12,12,x,8,8,765.5,5.945,63.79166667,0.495416667,0.666666667,x,6.379166667
East,Southend-on-Sea,Male,,1024,953,674,384,321,53614.75,-58.687,52.3581543,-0.057311523,0.313476563,0.658203125,5.23581543
East,Thurrock,,White,1385,1358,812,548,313,65343.5,-148.743,47.17942238,-0.107395668,0.22599278,0.586281588,4.717942238
East,Thurrock,,Mixed,61,54,47,31,26,3162.5,15.747,51.8442623,0.258147541,0.426229508,0.770491803,5.18442623
East,Thurrock,,Asian,65,59,45,36,29,3422,28.824,52.64615385,0.443446154,0.446153846,0.692307692,5.264615385
East,Thurrock,,Black,164,142,123,84,54,8749,67.492,53.34756098,0.411536585,0.329268293,0.75,5.334756098
East,Thurrock,,Chinese,9,9,6,5,3,547,7.027,60.77777778,0.780777778,0.333333333,0.666666667,6.077777778
East,Thurrock,,,1721,1654,1058,719,433,83082,-19.479,48.27542127,-0.01131842,0.251597908,0.614758861,4.827542127
East,Thurrock,Female,White,685,673,436,298,183,34257.5,28.262,50.01094891,0.041258394,0.267153285,0.63649635,5.001094891
East,Thurrock,Female,Mixed,29,26,23,16,15,1560,11.635,53.79310345,0.401206897,0.517241379,0.793103448,5.379310345
East,Thurrock,Female,Asian,35,31,27,24,19,1991.5,17.212,56.9,0.491771429,0.542857143,0.771428571,5.69
East,Thurrock,Female,Black,92,81,71,50,33,5004,40.539,54.39130435,0.440641304,0.358695652,0.77173913,5.439130435
East,Thurrock,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Thurrock,Female,,859,826,571,398,256,43794,102.095,50.98253783,0.118853318,0.298020955,0.664726426,5.098253783
East,Thurrock,Male,White,700,685,376,250,130,31086,-177.005,44.40857143,-0.252864286,0.185714286,0.537142857,4.440857143
East,Thurrock,Male,Mixed,32,28,24,15,11,1602.5,4.112,50.078125,0.1285,0.34375,0.75,5.0078125
East,Thurrock,Male,Asian,30,28,18,12,10,1430.5,11.612,47.68333333,0.387066667,0.333333333,0.6,4.768333333
East,Thurrock,Male,Black,72,61,52,34,21,3745,26.953,52.01388889,0.374347222,0.291666667,0.722222222,5.201388889
East,Thurrock,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Thurrock,Male,,862,828,487,321,177,39288,-121.574,45.57772622,-0.141037123,0.205336427,0.564965197,4.557772622
East,Hertfordshire,,White,10336,9954,7151,4618,3267,544831.5,189.161,52.71202593,0.01830118,0.316079721,0.691853715,5.271202593
