REGION_NAME,LA_NAME,Ethnicity,Pupil Count for Reading,Pupil Count achieving expected levels of Reading,Pupil Count for Writing,Pupil Count achieving expected levels of Writing,Pupil Count for Maths,Pupil Count achieving expected levels of Maths,"Pupil Count for Grammer, Punctuation, and Spelling","Pupil Count achieving Grammer, Punctuation, and Spelling","Pupil Count for Reading, Writing, and Maths","Pupil Count achieving Reading, Writing, and Maths",Achieve expected levels of KS2 Reading,Achieve expected levels of KS2 Writing,Achieve expected levels of KS2 Maths,Achieve expected levels of KS2 Grammar Punctuation and Spelling,Achieve expected levels of KS2 Reading Writing and Maths
,,,581171,386100,581075,432891,581152,407848,581160,424251,581058,312637,0.664348359,0.744983006,0.701792302,0.730007227,0.538047837
,,White,439487,294424,439422,323960,439474,304652,439482,314661,439410,235114,0.669926528,0.737241194,0.693219622,0.715981542,0.535067477
,,Mixed,30401,20951,30394,23207,30400,21491,30398,22939,30394,17001,0.689154962,0.763538856,0.706940789,0.754622015,0.55935382
,,Asian,61077,39139,61071,47895,61076,46110,61075,48663,61071,34283,0.640814054,0.784251118,0.754961032,0.796774458,0.561363004
,,Black,33976,21319,33970,25864,33974,23456,33975,25798,33967,17480,0.627472333,0.761377686,0.690410314,0.759323032,0.514617128
,,Chinese,2134,1621,2134,1817,2134,1967,2134,1878,2134,1537,0.759606373,0.851452671,0.921743205,0.880037488,0.720243674
North East,Gateshead,,1976,1418,1976,1617,1976,1500,1976,1533,1976,1214,0.717611336,0.818319838,0.759109312,0.775809717,0.61437247
North East,Gateshead,White,1874,1347,1874,1537,1874,1419,1874,1454,1874,1147,0.718783351,0.820170758,0.757203842,0.77588047,0.612059765
North East,Gateshead,Mixed,33,24,33,26,33,26,33,26,33,22,0.727272727,0.787878788,0.787878788,0.787878788,0.666666667
North East,Gateshead,Asian,26,17,26,19,26,19,26,20,26,16,0.653846154,0.730769231,0.730769231,0.769230769,0.615384615
North East,Gateshead,Black,25,20,25,22,25,22,25,20,25,19,0.8,0.88,0.88,0.8,0.76
North East,Gateshead,Chinese,4,x,4,x,4,x,4,x,4,x,x,x,x,x,x
North East,Newcastle upon Tyne,,2589,1753,2587,2022,2589,1869,2589,1885,2587,1462,0.677095404,0.781600309,0.721900348,0.72808034,0.565133359
North East,Newcastle upon Tyne,White,1971,1365,1970,1529,1971,1414,1971,1414,1970,1125,0.692541857,0.776142132,0.717402334,0.717402334,0.57106599
North East,Newcastle upon Tyne,Mixed,84,60,84,66,84,59,84,58,84,49,0.714285714,0.785714286,0.702380952,0.69047619,0.583333333
North East,Newcastle upon Tyne,Asian,336,218,336,281,336,255,336,273,336,192,0.648809524,0.836309524,0.758928571,0.8125,0.571428571
North East,Newcastle upon Tyne,Black,108,57,108,81,108,69,108,78,108,48,0.527777778,0.75,0.638888889,0.722222222,0.444444444
North East,Newcastle upon Tyne,Chinese,15,9,15,11,15,12,15,x,15,8,0.6,0.733333333,0.8,x,0.533333333
North East,North Tyneside,,2241,1566,2241,1706,2241,1625,2241,1651,2241,1263,0.698795181,0.761267291,0.725122713,0.736724676,0.563587684
North East,North Tyneside,White,2110,1482,2110,1611,2110,1535,2110,1555,2110,1188,0.702369668,0.763507109,0.727488152,0.736966825,0.563033175
North East,North Tyneside,Mixed,42,27,42,32,42,32,42,32,42,26,0.642857143,0.761904762,0.761904762,0.761904762,0.619047619
North East,North Tyneside,Asian,45,29,45,33,45,31,45,34,45,26,0.644444444,0.733333333,0.688888889,0.755555556,0.577777778
North East,North Tyneside,Black,14,8,14,9,14,7,14,9,14,6,0.571428571,0.642857143,0.5,0.642857143,0.428571429
North East,North Tyneside,Chinese,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1
North East,South Tyneside,,1534,1039,1534,1250,1534,1150,1534,1143,1534,881,0.677314211,0.814863103,0.749674055,0.745110821,0.574315515
North East,South Tyneside,White,1415,958,1415,1147,1415,1054,1415,1045,1415,809,0.677031802,0.810600707,0.744876325,0.738515901,0.571731449
North East,South Tyneside,Mixed,30,21,30,x,30,22,30,25,30,20,0.7,x,0.733333333,0.833333333,0.666666667
North East,South Tyneside,Asian,56,40,56,50,56,51,56,48,56,38,0.714285714,0.892857143,0.910714286,0.857142857,0.678571429
North East,South Tyneside,Black,7,x,7,7,7,x,7,7,7,4,x,1,x,1,0.571428571
North East,South Tyneside,Chinese,0,0,0,0,0,0,0,0,0,0,x,x,x,x,x
North East,Sunderland,,2977,2101,2977,2390,2977,2242,2977,2230,2977,1802,0.705744038,0.802821633,0.753107155,0.749076251,0.605307356
North East,Sunderland,White,2795,1986,2795,2240,2795,2105,2795,2084,2795,1698,0.710554562,0.801431127,0.75313059,0.745617174,0.607513417
North East,Sunderland,Mixed,32,20,32,25,32,17,32,24,32,14,0.625,0.78125,0.53125,0.75,0.4375
North East,Sunderland,Asian,107,67,107,90,107,88,107,94,107,65,0.626168224,0.841121495,0.822429907,0.878504673,0.607476636
North East,Sunderland,Black,13,10,13,x,13,x,13,9,13,10,0.769230769,x,x,0.692307692,0.769230769
North East,Sunderland,Chinese,7,3,7,x,7,7,7,x,7,3,0.428571429,x,1,x,0.428571429
North East,Hartlepool,,1094,718,1094,833,1094,784,1094,810,1094,584,0.65630713,0.76142596,0.716636197,0.740402194,0.533820841
North East,Hartlepool,White,1044,686,1044,792,1044,744,1044,770,1044,555,0.657088123,0.75862069,0.712643678,0.737547893,0.531609195
North East,Hartlepool,Mixed,11,8,11,x,11,x,11,x,11,8,0.727272727,x,x,x,0.727272727
North East,Hartlepool,Asian,26,16,26,23,26,23,26,22,26,16,0.615384615,0.884615385,0.884615385,0.846153846,0.615384615
North East,Hartlepool,Black,6,x,6,3,6,3,6,x,6,x,x,0.5,0.5,x,x
North East,Hartlepool,Chinese,6,3,6,x,6,x,6,x,6,3,0.5,x,x,x,0.5
North East,Middlesbrough,,1741,1083,1741,1199,1741,1230,1741,1216,1741,861,0.622056289,0.688684664,0.706490523,0.698449167,0.494543366
North East,Middlesbrough,White,1415,892,1415,968,1415,1005,1415,969,1415,705,0.630388693,0.68409894,0.71024735,0.684805654,0.498233216
North East,Middlesbrough,Mixed,67,44,67,51,67,46,67,50,67,36,0.656716418,0.76119403,0.686567164,0.746268657,0.537313433
North East,Middlesbrough,Asian,192,107,192,131,192,129,192,145,192,85,0.557291667,0.682291667,0.671875,0.755208333,0.442708333
North East,Middlesbrough,Black,17,12,17,13,17,14,17,x,17,11,0.705882353,0.764705882,0.823529412,x,0.647058824
North East,Middlesbrough,Chinese,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
North East,Redcar and Cleveland,,1542,1115,1541,1218,1542,1202,1542,1195,1541,919,0.7230869,0.790395847,0.779507134,0.774967575,0.596365996
North East,Redcar and Cleveland,White,1486,1073,1486,1168,1486,1153,1486,1152,1486,881,0.722072678,0.786002692,0.775908479,0.775235532,0.592866756
North East,Redcar and Cleveland,Mixed,28,23,28,x,28,25,28,22,28,22,0.821428571,x,0.892857143,0.785714286,0.785714286
North East,Redcar and Cleveland,Asian,18,13,18,x,18,x,18,x,18,10,0.722222222,x,x,x,0.555555556
North East,Redcar and Cleveland,Black,3,x,3,x,3,x,3,x,3,x,x,x,x,x,x
North East,Redcar and Cleveland,Chinese,4,x,4,x,4,x,4,x,4,x,x,x,x,x,x
North East,Stockton-on-Tees,,2253,1477,2253,1716,2253,1632,2253,1706,2253,1214,0.655570351,0.761651132,0.72436751,0.757212605,0.538837106
North East,Stockton-on-Tees,White,1997,1308,1997,1513,1997,1447,1997,1505,1997,1075,0.654982474,0.757636455,0.72458688,0.753630446,0.538307461
North East,Stockton-on-Tees,Mixed,58,44,58,51,58,41,58,47,58,35,0.75862069,0.879310345,0.706896552,0.810344828,0.603448276
North East,Stockton-on-Tees,Asian,115,65,115,88,115,86,115,92,115,56,0.565217391,0.765217391,0.747826087,0.8,0.486956522
North East,Stockton-on-Tees,Black,41,32,41,34,41,30,41,34,41,29,0.780487805,0.829268293,0.731707317,0.829268293,0.707317073
North East,Stockton-on-Tees,Chinese,8,8,8,x,8,8,8,x,8,x,1,x,1,x,x
North East,Durham,,5370,3747,5370,4208,5370,4021,5370,4074,5370,3183,0.697765363,0.783612663,0.748789572,0.758659218,0.59273743
North East,Durham,White,5202,3624,5202,4073,5202,3884,5202,3939,5202,3076,0.696655133,0.782968089,0.746635909,0.757208766,0.591311034
North East,Durham,Mixed,65,47,65,53,65,50,65,52,65,41,0.723076923,0.815384615,0.769230769,0.8,0.630769231
North East,Durham,Asian,40,32,40,33,40,37,40,35,40,28,0.8,0.825,0.925,0.875,0.7
North East,Durham,Black,10,x,10,x,10,x,10,x,10,5,x,x,x,x,0.5
North East,Durham,Chinese,16,13,16,x,16,16,16,13,16,13,0.8125,x,1,0.8125,0.8125
North East,Darlington,,1229,844,1229,907,1229,914,1229,919,1229,693,0.686737185,0.737998373,0.74369406,0.747762408,0.563873068
North East,Darlington,White,1133,772,1133,833,1133,839,1133,839,1133,634,0.681376876,0.73521624,0.740511915,0.740511915,0.559576346
North East,Darlington,Mixed,21,16,21,18,21,15,21,18,21,12,0.761904762,0.857142857,0.714285714,0.857142857,0.571428571
North East,Darlington,Asian,33,24,33,26,33,27,33,27,33,24,0.727272727,0.787878788,0.818181818,0.818181818,0.727272727
North East,Darlington,Black,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
North East,Darlington,Chinese,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
North East,Northumberland,,3323,2224,3322,2649,3323,2287,3323,2340,3322,1846,0.669274752,0.797411198,0.688233524,0.704182967,0.555689344
North East,Northumberland,White,3208,2152,3207,2560,3208,2210,3208,2259,3207,1790,0.670822943,0.79825382,0.688902743,0.704177057,0.558154038
North East,Northumberland,Mixed,59,37,59,44,59,38,59,37,59,28,0.627118644,0.745762712,0.644067797,0.627118644,0.474576271
North East,Northumberland,Asian,36,22,36,30,36,26,36,28,36,19,0.611111111,0.833333333,0.722222222,0.777777778,0.527777778
North East,Northumberland,Black,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
North East,Northumberland,Chinese,4,x,4,x,4,x,4,x,4,x,x,x,x,x,x
North West,Knowsley,,1781,1099,1781,1207,1781,1192,1781,1240,1781,861,0.617069062,0.677709152,0.669286917,0.696238069,0.483436272
North West,Knowsley,White,1683,1035,1683,1130,1683,1113,1683,1158,1683,799,0.614973262,0.671420083,0.661319073,0.688057041,0.474747475
North West,Knowsley,Mixed,27,20,27,22,27,22,27,23,27,19,0.740740741,0.814814815,0.814814815,0.851851852,0.703703704
North West,Knowsley,Asian,35,26,35,29,35,31,35,30,35,26,0.742857143,0.828571429,0.885714286,0.857142857,0.742857143
North West,Knowsley,Black,18,9,18,14,18,14,18,x,18,9,0.5,0.777777778,0.777777778,x,0.5
North West,Knowsley,Chinese,3,x,3,x,3,x,3,x,3,x,x,x,x,x,x
North West,Liverpool,,4664,2862,4660,2928,4664,3051,4664,3165,4660,2126,0.613636364,0.62832618,0.65415952,0.678602058,0.456223176
North West,Liverpool,White,3831,2377,3828,2430,3831,2472,3831,2580,3828,1754,0.620464631,0.634796238,0.645262334,0.673453406,0.458202717
North West,Liverpool,Mixed,216,131,216,120,216,134,216,145,216,91,0.606481481,0.555555556,0.62037037,0.671296296,0.421296296
North West,Liverpool,Asian,168,108,167,122,168,138,168,134,167,95,0.642857143,0.730538922,0.821428571,0.797619048,0.568862275
North West,Liverpool,Black,219,125,219,132,219,144,219,152,219,93,0.570776256,0.602739726,0.657534247,0.694063927,0.424657534
North West,Liverpool,Chinese,49,36,49,39,49,x,49,41,49,34,0.734693878,0.795918367,x,0.836734694,0.693877551
North West,St. Helens,,1960,1267,1960,1430,1960,1391,1960,1471,1960,1031,0.646428571,0.729591837,0.709693878,0.750510204,0.526020408
North West,St. Helens,White,1874,1211,1874,1367,1874,1320,1874,1404,1874,982,0.646211313,0.72945571,0.704375667,0.749199573,0.524012807
North West,St. Helens,Mixed,35,26,35,28,35,29,35,27,35,24,0.742857143,0.8,0.828571429,0.771428571,0.685714286
North West,St. Helens,Asian,20,10,20,14,20,17,20,17,20,9,0.5,0.7,0.85,0.85,0.45
North West,St. Helens,Black,4,x,4,x,4,x,4,x,4,x,x,x,x,x,x
North West,St. Helens,Chinese,7,3,7,4,7,x,7,4,7,3,0.428571429,0.571428571,x,0.571428571,0.428571429
North West,Sefton,,2769,1927,2769,2074,2769,2058,2769,2150,2769,1546,0.695919104,0.749006862,0.743228602,0.776453593,0.558324305
North West,Sefton,White,2642,1839,2642,1971,2642,1963,2642,2044,2642,1473,0.696063588,0.746025738,0.742997729,0.773656321,0.557532173
North West,Sefton,Mixed,57,42,57,52,57,46,57,52,57,36,0.736842105,0.912280702,0.807017544,0.912280702,0.631578947
North West,Sefton,Asian,37,24,37,30,37,27,37,29,37,20,0.648648649,0.810810811,0.72972973,0.783783784,0.540540541
North West,Sefton,Black,9,6,9,5,9,5,9,6,9,4,0.666666667,0.555555556,0.555555556,0.666666667,0.444444444
North West,Sefton,Chinese,5,x,5,x,5,x,5,x,5,x,x,x,x,x,x
North West,Wirral,,3599,2308,3599,2590,3599,2319,3599,2512,3599,1775,0.641289247,0.719644346,0.644345652,0.697971659,0.493192553
North West,Wirral,White,3366,2145,3366,2413,3366,2150,3366,2327,3366,1641,0.637254902,0.716874629,0.638740345,0.691325015,0.487522282
North West,Wirral,Mixed,85,57,85,57,85,52,85,64,85,42,0.670588235,0.670588235,0.611764706,0.752941176,0.494117647
North West,Wirral,Asian,90,60,90,72,90,72,90,76,90,55,0.666666667,0.8,0.8,0.844444444,0.611111111
North West,Wirral,Black,14,x,14,14,14,x,14,x,14,x,x,1,x,x,x
North West,Wirral,Chinese,18,13,18,x,18,14,18,x,18,11,0.722222222,x,0.777777778,x,0.611111111
North West,Bolton,,3540,2295,3540,2717,3540,2628,3540,2684,3540,1982,0.648305085,0.767514124,0.742372881,0.75819209,0.559887006
North West,Bolton,White,2414,1574,2414,1822,2414,1749,2414,1784,2414,1338,0.652029826,0.754763877,0.724523612,0.73902237,0.554266777
North West,Bolton,Mixed,125,88,125,95,125,96,125,93,125,74,0.704,0.76,0.768,0.744,0.592
North West,Bolton,Asian,793,521,793,663,793,645,793,660,793,476,0.656998739,0.836065574,0.813366961,0.832282472,0.600252207
North West,Bolton,Black,138,77,138,88,138,91,138,100,138,60,0.557971014,0.637681159,0.65942029,0.724637681,0.434782609
North West,Bolton,Chinese,6,x,6,6,6,x,6,6,6,x,x,1,x,1,x
North West,Bury,,2240,1475,2240,1667,2240,1609,2240,1667,2240,1224,0.658482143,0.744196429,0.718303571,0.744196429,0.546428571
North West,Bury,White,1789,1215,1789,1332,1789,1300,1789,1326,1789,997,0.679150363,0.744550028,0.72666294,0.741196199,0.557294578
North West,Bury,Mixed,85,56,85,65,85,58,85,65,85,48,0.658823529,0.764705882,0.682352941,0.764705882,0.564705882
North West,Bury,Asian,296,165,296,217,296,207,296,225,296,146,0.557432432,0.733108108,0.699324324,0.760135135,0.493243243
North West,Bury,Black,35,17,35,23,35,18,35,22,35,14,0.485714286,0.657142857,0.514285714,0.628571429,0.4
North West,Bury,Chinese,10,7,10,x,10,x,10,x,10,7,0.7,x,x,x,0.7
North West,Manchester,,5835,3651,5835,4255,5835,4145,5835,4279,5835,3037,0.625706941,0.729220223,0.710368466,0.733333333,0.520479863
North West,Manchester,White,2603,1669,2603,1909,2603,1819,2603,1832,2603,1374,0.64118325,0.733384556,0.698809066,0.703803304,0.527852478
North West,Manchester,Mixed,446,303,446,316,446,310,446,323,446,233,0.679372197,0.708520179,0.695067265,0.724215247,0.522421525
North West,Manchester,Asian,1296,764,1296,934,1296,922,1296,992,1296,647,0.589506173,0.720679012,0.711419753,0.765432099,0.499228395
North West,Manchester,Black,1045,668,1045,792,1045,760,1045,813,1045,568,0.63923445,0.757894737,0.727272727,0.777990431,0.54354067
North West,Manchester,Chinese,57,41,57,43,57,51,57,46,57,39,0.719298246,0.754385965,0.894736842,0.807017544,0.684210526
North West,Oldham,,3252,1920,3249,2241,3252,2216,3252,2344,3249,1522,0.590405904,0.689750693,0.681426814,0.720787208,0.468451831
North West,Oldham,White,1867,1207,1866,1271,1867,1302,1867,1339,1866,942,0.646491698,0.68113612,0.697375469,0.717193358,0.504823151
North West,Oldham,Mixed,132,87,132,90,132,79,132,95,132,66,0.659090909,0.681818182,0.598484848,0.71969697,0.5
North West,Oldham,Asian,1095,545,1095,783,1095,730,1095,803,1095,447,0.497716895,0.715068493,0.666666667,0.733333333,0.408219178
North West,Oldham,Black,82,42,82,57,82,60,82,64,82,35,0.512195122,0.695121951,0.731707317,0.780487805,0.426829268
North West,Oldham,Chinese,7,x,7,x,7,x,7,x,7,x,x,x,x,x,x
North West,Rochdale,,2680,1659,2680,1962,2680,1874,2680,1989,2680,1373,0.619029851,0.732089552,0.699253731,0.742164179,0.512313433
North West,Rochdale,White,1747,1141,1747,1287,1747,1251,1747,1307,1747,930,0.653119634,0.736691471,0.716084717,0.748139668,0.532341156
North West,Rochdale,Mixed,103,57,103,71,103,69,103,72,103,48,0.553398058,0.689320388,0.669902913,0.699029126,0.466019417
North West,Rochdale,Asian,692,378,692,507,692,469,692,506,692,331,0.546242775,0.73265896,0.677745665,0.731213873,0.478323699
North West,Rochdale,Black,93,51,93,66,93,52,93,70,93,39,0.548387097,0.709677419,0.559139785,0.752688172,0.419354839
North West,Rochdale,Chinese,8,x,8,x,8,8,8,8,8,x,x,x,1,1,x
North West,Salford,,2638,1740,2637,2106,2638,1975,2638,2033,2637,1502,0.659590599,0.798634812,0.748673237,0.770659591,0.569586651
North West,Salford,White,2158,1438,2157,1726,2158,1611,2158,1659,2157,1240,0.666357739,0.800185443,0.74652456,0.768767377,0.574872508
North West,Salford,Mixed,146,104,146,118,146,113,146,119,146,87,0.712328767,0.808219178,0.773972603,0.815068493,0.595890411
North West,Salford,Asian,78,57,78,69,78,64,78,66,78,52,0.730769231,0.884615385,0.820512821,0.846153846,0.666666667
North West,Salford,Black,140,79,140,110,140,101,140,107,140,65,0.564285714,0.785714286,0.721428571,0.764285714,0.464285714
North West,Salford,Chinese,7,x,7,7,7,x,7,7,7,x,x,1,x,1,x
North West,Stockport,,3165,2196,3165,2418,3165,2343,3165,2441,3165,1832,0.693838863,0.763981043,0.74028436,0.771248025,0.578830964
North West,Stockport,White,2726,1913,2726,2072,2726,2015,2726,2092,2726,1582,0.701760822,0.760088041,0.739178283,0.767424798,0.580337491
North West,Stockport,Mixed,142,104,142,118,142,115,142,115,142,92,0.732394366,0.830985915,0.809859155,0.809859155,0.647887324
North West,Stockport,Asian,195,121,195,157,195,140,195,156,195,110,0.620512821,0.805128205,0.717948718,0.8,0.564102564
North West,Stockport,Black,30,11,30,15,30,17,30,21,30,7,0.366666667,0.5,0.566666667,0.7,0.233333333
North West,Stockport,Chinese,19,15,19,x,19,15,19,x,19,12,0.789473684,x,0.789473684,x,0.631578947
North West,Tameside,,2602,1757,2601,1910,2602,1821,2602,1930,2601,1418,0.675249808,0.734332949,0.699846272,0.741737125,0.545174933
North West,Tameside,White,2111,1434,2110,1547,2111,1466,2111,1535,2110,1149,0.67929891,0.733175355,0.694457603,0.727143534,0.544549763
North West,Tameside,Mixed,100,78,100,75,100,77,100,80,100,63,0.78,0.75,0.77,0.8,0.63
North West,Tameside,Asian,290,184,290,219,290,206,290,240,290,159,0.634482759,0.755172414,0.710344828,0.827586207,0.548275862
North West,Tameside,Black,59,36,59,42,59,39,59,44,59,25,0.610169492,0.711864407,0.661016949,0.745762712,0.423728814
North West,Tameside,Chinese,7,x,7,4,7,x,7,x,7,4,x,0.571428571,x,x,0.571428571
North West,Trafford,,2701,2075,2701,2194,2701,2186,2701,2263,2701,1791,0.768233987,0.812291744,0.809329878,0.837837838,0.663087745
North West,Trafford,White,1953,1507,1953,1588,1953,1563,1953,1610,1953,1298,0.771633385,0.813108039,0.80030722,0.82437276,0.664618536
North West,Trafford,Mixed,170,133,170,138,170,134,170,147,170,113,0.782352941,0.811764706,0.788235294,0.864705882,0.664705882
North West,Trafford,Asian,372,273,372,296,372,315,372,320,372,240,0.733870968,0.795698925,0.846774194,0.860215054,0.64516129
North West,Trafford,Black,99,78,99,81,99,79,99,86,99,68,0.787878788,0.818181818,0.797979798,0.868686869,0.686868687
North West,Trafford,Chinese,33,29,33,28,33,x,33,33,33,26,0.878787879,0.848484848,x,1,0.787878788
North West,Wigan,,3575,2475,3575,2760,3575,2654,3575,2686,3575,2044,0.692307692,0.772027972,0.742377622,0.751328671,0.571748252
North West,Wigan,White,3374,2348,3374,2616,3374,2516,3374,2542,3374,1941,0.695909899,0.775340842,0.74570243,0.753408417,0.575281565
North West,Wigan,Mixed,71,48,71,53,71,49,71,49,71,37,0.676056338,0.746478873,0.690140845,0.690140845,0.521126761
North West,Wigan,Asian,34,21,34,27,34,25,34,26,34,19,0.617647059,0.794117647,0.735294118,0.764705882,0.558823529
North West,Wigan,Black,45,28,45,31,45,27,45,32,45,20,0.622222222,0.688888889,0.6,0.711111111,0.444444444
North West,Wigan,Chinese,12,x,12,12,12,12,12,12,12,x,x,1,1,1,x
North West,Halton,,1477,937,1477,973,1477,958,1477,1038,1477,691,0.634394042,0.658767773,0.648612051,0.702775897,0.467840217
North West,Halton,White,1419,902,1419,936,1419,922,1419,998,1419,661,0.635658915,0.65961945,0.649753347,0.703312192,0.465821001
North West,Halton,Mixed,41,27,41,28,41,28,41,31,41,24,0.658536585,0.682926829,0.682926829,0.756097561,0.585365854
North West,Halton,Asian,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
North West,Halton,Black,3,x,3,x,3,x,3,x,3,x,x,x,x,x,x
North West,Halton,Chinese,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
North West,Warrington,,2384,1695,2384,1909,2384,1800,2384,1810,2384,1454,0.710989933,0.800755034,0.755033557,0.759228188,0.609899329
North West,Warrington,White,2196,1554,2196,1748,2196,1653,2196,1659,2196,1325,0.707650273,0.795992714,0.75273224,0.755464481,0.603369763
North West,Warrington,Mixed,75,60,75,67,75,65,75,62,75,57,0.8,0.893333333,0.866666667,0.826666667,0.76
North West,Warrington,Asian,68,49,68,58,68,52,68,56,68,46,0.720588235,0.852941176,0.764705882,0.823529412,0.676470588
North West,Warrington,Black,11,x,11,x,11,6,11,5,11,5,x,x,0.545454545,0.454545455,0.454545455
North West,Warrington,Chinese,11,x,11,11,11,11,11,11,11,x,x,1,1,1,x
North West,Lancashire,,13232,8652,13229,10248,13231,9262,13231,9666,13229,7185,0.653869407,0.774661728,0.700022674,0.730557025,0.543124953
North West,Lancashire,White,11196,7436,11193,8631,11195,7843,11195,8149,11193,6139,0.664165773,0.771106942,0.700580616,0.727914247,0.548467792
North West,Lancashire,Mixed,367,252,367,294,367,255,367,282,367,205,0.686648501,0.801089918,0.694822888,0.768392371,0.558583106
North West,Lancashire,Asian,1493,847,1493,1182,1493,1034,1493,1111,1493,734,0.567314133,0.791694575,0.692565305,0.744139317,0.491627595
North West,Lancashire,Black,52,28,52,41,52,30,52,34,52,23,0.538461538,0.788461538,0.576923077,0.653846154,0.442307692
North West,Lancashire,Chinese,33,27,33,29,33,30,33,27,33,25,0.818181818,0.878787879,0.909090909,0.818181818,0.757575758
North West,Blackburn with Darwen,,2104,1313,2100,1558,2103,1543,2103,1550,2100,1080,0.62404943,0.741904762,0.733713742,0.73704232,0.514285714
North West,Blackburn with Darwen,White,1102,703,1098,808,1101,809,1101,770,1098,576,0.637931034,0.735883424,0.734786558,0.699364214,0.524590164
North West,Blackburn with Darwen,Mixed,60,41,60,39,60,46,60,49,60,30,0.683333333,0.65,0.766666667,0.816666667,0.5
North West,Blackburn with Darwen,Asian,895,536,895,675,895,650,895,694,895,444,0.598882682,0.754189944,0.726256983,0.775418994,0.496089385
North West,Blackburn with Darwen,Black,23,16,23,19,23,20,23,19,23,15,0.695652174,0.826086957,0.869565217,0.826086957,0.652173913
North West,Blackburn with Darwen,Chinese,5,x,5,x,5,x,5,x,5,x,x,x,x,x,x
North West,Blackpool,,1669,1017,1669,1277,1669,1152,1669,1150,1669,809,0.609346914,0.76512882,0.690233673,0.689035351,0.48472139
North West,Blackpool,White,1577,953,1577,1201,1577,1082,1577,1079,1577,753,0.604311985,0.761572606,0.686112873,0.684210526,0.477488903
North West,Blackpool,Mixed,43,30,43,38,43,34,43,31,43,25,0.697674419,0.88372093,0.790697674,0.720930233,0.581395349
North West,Blackpool,Asian,30,22,30,26,30,25,30,27,30,21,0.733333333,0.866666667,0.833333333,0.9,0.7
North West,Blackpool,Black,5,x,5,x,5,x,5,x,5,x,x,x,x,x,x
North West,Blackpool,Chinese,4,x,4,x,4,x,4,x,4,x,x,x,x,x,x
North West,Cheshire East,,3860,2730,3860,2431,3860,2794,3860,2920,3860,2015,0.707253886,0.629792746,0.723834197,0.756476684,0.522020725
North West,Cheshire East,White,3618,2562,3618,2275,3618,2608,3618,2731,3618,1881,0.708126036,0.628800442,0.720840243,0.754836926,0.519900498
North West,Cheshire East,Mixed,134,93,134,82,134,98,134,101,134,71,0.694029851,0.611940299,0.731343284,0.753731343,0.529850746
North West,Cheshire East,Asian,54,44,54,41,54,47,54,51,54,35,0.814814815,0.759259259,0.87037037,0.944444444,0.648148148
North West,Cheshire East,Black,7,x,7,x,7,x,7,x,7,x,x,x,x,x,x
North West,Cheshire East,Chinese,12,7,12,8,12,12,12,x,12,7,0.583333333,0.666666667,1,x,0.583333333
North West,Cheshire West and Chester,,3633,2494,3633,2523,3633,2520,3632,2665,3633,1931,0.686484999,0.694467382,0.693641618,0.733755507,0.531516653
North West,Cheshire West and Chester,White,3476,2382,3476,2410,3476,2403,3475,2541,3476,1835,0.685270426,0.693325662,0.691311853,0.731223022,0.527905639
North West,Cheshire West and Chester,Mixed,78,59,78,60,78,58,78,62,78,49,0.756410256,0.769230769,0.743589744,0.794871795,0.628205128
North West,Cheshire West and Chester,Asian,37,22,37,24,37,28,37,29,37,20,0.594594595,0.648648649,0.756756757,0.783783784,0.540540541
North West,Cheshire West and Chester,Black,13,9,13,8,13,8,13,9,13,7,0.692307692,0.615384615,0.615384615,0.692307692,0.538461538
North West,Cheshire West and Chester,Chinese,10,x,10,x,10,x,10,x,10,7,x,x,x,x,0.7
North West,Cumbria,,4959,3387,4958,3473,4959,3332,4959,3481,4958,2543,0.683000605,0.700484066,0.671909659,0.70195604,0.512908431
North West,Cumbria,White,4790,3266,4789,3352,4790,3200,4790,3349,4789,2445,0.681837161,0.699937356,0.668058455,0.699164927,0.510544999
North West,Cumbria,Mixed,59,45,59,42,59,49,59,50,59,35,0.762711864,0.711864407,0.830508475,0.847457627,0.593220339
North West,Cumbria,Asian,41,31,41,33,41,34,41,32,41,30,0.756097561,0.804878049,0.829268293,0.780487805,0.731707317
North West,Cumbria,Black,7,4,7,4,7,x,7,x,7,3,0.571428571,0.571428571,x,x,0.428571429
North West,Cumbria,Chinese,14,10,14,11,14,x,14,11,14,9,0.714285714,0.785714286,x,0.785714286,0.642857143
Yorkshire and the Humber,Barnsley,,2581,1599,2581,1954,2581,1846,2581,1859,2581,1364,0.619527315,0.757070903,0.715226656,0.720263464,0.528477334
Yorkshire and the Humber,Barnsley,White,2473,1527,2473,1870,2473,1762,2473,1774,2473,1302,0.617468662,0.756166599,0.712494945,0.717347351,0.526486049
Yorkshire and the Humber,Barnsley,Mixed,61,40,61,47,61,46,61,47,61,36,0.655737705,0.770491803,0.754098361,0.770491803,0.590163934
Yorkshire and the Humber,Barnsley,Asian,11,8,11,x,11,x,11,x,11,6,0.727272727,x,x,x,0.545454545
Yorkshire and the Humber,Barnsley,Black,15,12,15,x,15,11,15,12,15,10,0.8,x,0.733333333,0.8,0.666666667
